probes,Symbols,Probe_ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
203757_s_at,CEACAM6,203757_s_at,-5.651420135,8.317369744,-8.420875031,9.79e-07,0.00022129,6.037828362
207092_at,LEP,207092_at,5.37510557,8.486238216,8.170920859,1.38e-06,0.000260995,5.704288837
211657_at,CEACAM6,211657_at,-5.249599677,8.958367325,-9.271196336,3.2e-07,0.000148336,7.113075964
204580_at,MMP12,204580_at,-5.086370619,7.084969834,-5.787065734,5.46e-05,0.001795263,2.082711078
205916_at,S100A7,205916_at,-4.964427404,7.729280691,-3.968133291,0.001500164,0.015691879,-1.212263171
219295_s_at,PCOLCE2,219295_s_at,4.883225648,7.870299443,8.066432678,1.6e-06,0.000276612,5.562409991
228409_at,PLIN4,228409_at,4.695358959,9.102815157,8.410831535,9.93e-07,0.00022191,6.024583881
206243_at,TIMP4,206243_at,4.685122699,7.303441292,9.26131773,3.24e-07,0.000148947,7.101091639
204351_at,S100P,204351_at,-4.681838265,8.995970498,-6.430546313,1.88e-05,0.000973578,3.14194034
214451_at,TFAP2B,214451_at,-4.632992938,8.684403212,-7.87302945,2.1e-06,0.000314602,5.29592092
201890_at,RRM2,201890_at,-4.621364154,7.423585745,-7.63004556,2.98e-06,0.000366178,4.953861764
240304_s_at,TMC5,240304_s_at,-4.615767311,8.594072532,-7.667194879,2.83e-06,0.000360194,5.006687626
217428_s_at,COL10A1,217428_s_at,-4.610971,7.329344564,-18.50929459,5.62e-11,3.07e-06,14.65677535
203548_s_at,LPL,203548_s_at,4.591358231,10.09481254,7.211547477,5.55e-06,0.000498052,4.345333043
219140_s_at,RBP4,219140_s_at,4.573139546,9.070661566,8.806064626,5.84e-07,0.000167315,6.536037039
1552519_at,ACVR1C,1552519_at,4.56721223,8.147050028,9.959948778,1.37e-07,9.11e-05,7.920862103
205913_at,PLIN1,205913_at,4.533920618,10.50639521,8.386579345,1.03e-06,0.00022191,5.99254821
235978_at,FABP4,235978_at,4.500757679,8.652866684,5.999286825,3.81e-05,0.00145825,2.438812344
208383_s_at,PCK1,208383_s_at,4.469509196,6.609525859,8.250554603,1.24e-06,0.00024598,5.811444065
225424_at,GPAM,225424_at,4.451175579,8.972632215,10.38353446,8.28e-08,7.8e-05,8.391583106
226535_at,NA,226535_at,-4.449297537,9.151591318,-5.122714065,0.000174391,0.003740498,0.926168668
237086_at,FOXA1,237086_at,-4.424849504,7.275115374,-9.025699391,4.39e-07,0.000154651,6.81179148
225420_at,GPAM,225420_at,4.40693331,7.781299158,10.0036974,1.3e-07,9.08e-05,7.970372719
1563182_at,ACVR1C,1563182_at,4.383295913,5.535635426,11.37033574,2.74e-08,5.16e-05,9.417160659
213706_at,NA,213706_at,4.346006544,8.761901966,8.405128607,1e-06,0.00022191,6.017057531
219398_at,CIDEC,219398_at,4.332386324,9.495692854,9.168547325,3.65e-07,0.000153216,6.987980127
1553394_a_at,TFAP2B,1553394_a_at,-4.292033567,7.439431633,-8.994681305,4.57e-07,0.000157021,6.773207018
229476_s_at,THRSP,229476_s_at,4.284902044,8.857568449,6.295429059,2.34e-05,0.001096213,2.924613798
221295_at,CIDEA,221295_at,4.267276328,6.977488756,7.442276901,3.93e-06,0.000425456,4.683900161
205941_s_at,COL10A1,205941_s_at,-4.237228267,7.814608814,-14.44237322,1.37e-09,1.68e-05,12.07261112
209875_s_at,SPP1,209875_s_at,-4.235725169,9.590755589,-8.774624656,6.09e-07,0.000170902,6.496075279
220065_at,TNMD,220065_at,4.210945524,5.689845102,8.072456421,1.59e-06,0.000276612,5.570628975
211138_s_at,KMO,211138_s_at,-4.207743002,7.160646759,-6.056550253,3.47e-05,0.00139045,2.533762458
203549_s_at,LPL,203549_s_at,4.1874923,10.44459479,7.632361477,2.97e-06,0.000366178,4.957160588
213524_s_at,G0S2,213524_s_at,4.15332901,9.816682923,8.753956834,6.26e-07,0.000172909,6.469738167
209612_s_at,ADH1B,209612_s_at,4.152648465,10.38257783,8.979127728,4.66e-07,0.000158237,6.753815198
201839_s_at,EPCAM,201839_s_at,-4.118636093,10.23149724,-4.626850247,0.000431248,0.006742488,0.024785619
205306_x_at,KMO,205306_x_at,-4.110101505,7.245321934,-5.898498447,4.52e-05,0.001596731,2.270517081
228854_at,NA,228854_at,4.101438576,9.43712938,6.597164155,1.44e-05,0.000838821,3.406202878
206165_s_at,CLCA2,206165_s_at,-4.086390897,7.98267566,-7.414808392,4.09e-06,0.000432138,4.643991045
218087_s_at,SORBS1,218087_s_at,4.085841004,8.862522293,11.56129089,2.23e-08,5.11e-05,9.60483602
219580_s_at,TMC5,219580_s_at,-4.066848174,7.824970391,-7.796321096,2.35e-06,0.000323945,5.188814555
243311_at,DEFB132,243311_at,4.065007003,6.046455579,6.845991121,9.72e-06,0.000663268,3.793210785
205883_at,ZBTB16,205883_at,4.040972283,8.586834302,8.49465291,8.86e-07,0.000207931,6.134720059
220736_at,SLC19A3,220736_at,4.004712635,6.0416804,8.228370805,1.28e-06,0.000250805,5.781677849
204388_s_at,MAOA,204388_s_at,3.995460795,7.359199939,8.910315165,5.1e-07,0.000164668,6.667665717
217528_at,CLCA2,217528_at,-3.991574219,6.98559238,-7.209804434,5.56e-06,0.000498545,4.342746353
226064_s_at,DGAT2,226064_s_at,3.973428906,8.819781788,8.052548293,1.63e-06,0.000277725,5.543447144
209699_x_at,AKR1C2,209699_x_at,3.967934517,9.79659459,6.878804884,9.23e-06,0.000643907,3.843567137
209773_s_at,RRM2,209773_s_at,-3.967302997,7.677682577,-7.006645463,7.58e-06,0.00057826,4.038250566
49452_at,ACACB,49452_at,3.967000557,8.386343557,7.843121595,2.19e-06,0.000314659,5.254257083
211653_x_at,AKR1C2,211653_x_at,3.915910434,9.494665345,7.896267709,2.03e-06,0.000309506,5.328209139
204151_x_at,AKR1C1,204151_x_at,3.907938103,10.46218944,7.564978502,3.28e-06,0.000382665,4.860873074
220037_s_at,LYVE1,220037_s_at,3.907715819,6.780133097,6.588386314,1.46e-05,0.000844314,3.392383527
235708_at,KLB,235708_at,3.898759507,5.295964366,7.061102779,6.97e-06,0.000560432,4.120458031
209686_at,S100B,209686_at,3.888932189,7.235057948,9.074809888,4.12e-07,0.000153216,6.872642474
235456_at,NA,235456_at,-3.887055287,6.946689448,-7.284330204,4.97e-06,0.000469522,4.452953804
210299_s_at,FHL1,210299_s_at,3.873510405,9.295724789,6.900029128,8.93e-06,0.000630283,3.876054065
218934_s_at,HSPB7,218934_s_at,3.8694167,6.56117425,7.422445669,4.05e-06,0.000430464,4.655098008
239523_at,TRARG1,239523_at,3.858107016,7.560288995,8.713853632,6.6e-07,0.000178526,6.418481683
1552509_a_at,CD300LG,1552509_a_at,3.853047555,8.1481112,8.907912952,5.11e-07,0.000164668,6.664647767
208186_s_at,LIPE,208186_s_at,3.85184647,8.404167012,7.27999957,5e-06,0.000471767,4.446571528
227762_at,NA,227762_at,3.835268807,8.773598397,7.721998688,2.61e-06,0.000341469,5.084267758
244276_at,KLB,244276_at,3.827699519,7.357263759,6.340012972,2.17e-05,0.001057502,2.996623613
216623_x_at,TOX3,216623_x_at,-3.82526215,7.324033578,-5.5075758,8.83e-05,0.002402503,1.603734582
203400_s_at,TF,203400_s_at,3.812000443,8.028085285,6.890316795,9.07e-06,0.000637381,3.861196049
43427_at,ACACB,43427_at,3.807928671,8.332261421,8.056751382,1.62e-06,0.000277725,5.549190321
214774_x_at,TOX3,214774_x_at,-3.78818288,7.036073761,-5.311522653,0.000124585,0.003018808,1.261119044
206134_at,ADAMDEC1,206134_at,-3.779664679,6.318534072,-6.773739856,1.09e-05,0.00070495,3.68177606
208607_s_at,NA,208607_s_at,3.777821768,8.536734612,6.007923458,3.76e-05,0.001451997,2.453164021
